customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5989-OMNJE,DSL,1,1,1,0,1,1
4566-QVRRW,DSL,0,0,0,0,0,0
1291-CUOCY,Fiber optic,0,1,1,1,1,1
9795-SHUHB,DSL,1,1,0,1,0,0
3230-IUALN,DSL,1,0,1,1,1,1
8519-IMDHU,Fiber optic,0,0,0,0,0,1
4945-RVMTE,DSL,0,0,1,0,1,0
0201-OAMXR,Fiber optic,1,1,1,1,1,1
1866-NXPSP,DSL,1,1,1,1,0,1
3372-KWFBM,Fiber optic,0,0,0,0,1,0
7831-QGOXH,Fiber optic,0,0,0,0,1,0
6393-WRYZE,Fiber optic,0,0,0,0,1,1
3941-XTSKM,DSL,0,1,1,0,0,1
1661-CZBAU,DSL,1,0,0,1,0,1
6599-RCLCJ,Fiber optic,0,1,1,1,1,1
9831-BPFRI,Fiber optic,0,1,1,1,0,0
1907-YLNYW,DSL,1,0,1,0,0,1
8947-YRTDV,Fiber optic,1,1,1,0,0,1
3161-ONRWK,DSL,1,1,1,1,0,0
7206-GZCDC,Fiber optic,0,0,0,0,0,0
6682-VCIXC,DSL,1,1,0,1,1,0
4791-QRGMF,Fiber optic,0,0,1,0,1,1
6475-VHUIZ,DSL,0,0,1,1,0,0
0661-WCQNQ,DSL,1,0,0,1,0,0
7537-RBWEA,DSL,0,0,0,0,0,0
0121-SNYRK,DSL,1,0,0,1,0,0
1768-ZAIFU,DSL,0,0,0,0,0,0
4671-LXRDQ,DSL,0,0,0,0,0,0
3733-LSYCE,Fiber optic,0,1,0,0,0,0
3838-OZURD,Fiber optic,0,1,1,0,1,1
1371-DWPAZ,DSL,1,1,1,1,1,0
9269-CQOOL,DSL,0,0,0,0,1,0
7690-KPNCU,DSL,1,0,1,0,1,1
2293-IJWPS,Fiber optic,0,0,1,0,1,1
2845-HSJCY,Fiber optic,0,0,1,0,0,1
1184-PJVDB,Fiber optic,0,0,0,0,1,0
2625-TRCZQ,DSL,0,1,0,0,1,1
4102-HLENU,DSL,1,1,1,0,0,0
7722-VJRQD,DSL,1,0,1,1,1,1
9415-DPEWS,Fiber optic,0,0,0,1,1,0
0196-JTUQI,Fiber optic,0,0,0,0,0,0
7130-YXBRO,Fiber optic,1,1,1,0,1,1
9272-LSVYH,Fiber optic,0,0,0,0,0,0
7943-RQCHR,Fiber optic,0,0,0,0,1,1
3793-MMFUH,Fiber optic,0,0,0,0,1,1
3249-ZPQRG,Fiber optic,0,1,0,0,0,0
2568-BRGYX,Fiber optic,0,0,0,0,0,0
3084-DOWLE,DSL,1,1,1,1,1,1
1084-MNSMJ,DSL,1,1,1,1,1,1
7721-JXEAW,DSL,0,1,0,0,0,1
7249-WBIYX,Fiber optic,0,0,0,0,1,0
4238-HFHSN,Fiber optic,0,1,0,0,0,0
6250-CGGUN,Fiber optic,1,0,1,1,0,0
5478-JJVZK,DSL,1,1,0,0,0,0
6567-HOOPW,Fiber optic,0,0,0,0,1,0
9793-WECQC,Fiber optic,0,1,0,0,1,1
8999-YPYBV,DSL,1,1,1,1,1,1
3164-AALRN,DSL,0,0,1,0,1,1
3071-MVJCD,DSL,1,1,1,1,1,0
1697-BCSHV,DSL,0,1,0,0,1,0
0562-KBDVM,DSL,1,1,1,1,0,0
1131-SUEKT,Fiber optic,0,1,0,1,1,1
3717-OEAUQ,Fiber optic,0,0,0,0,0,0
3334-CTHOL,DSL,0,0,0,0,0,0
4704-ERYFC,Fiber optic,0,0,0,0,0,0
9432-RUVSL,Fiber optic,1,0,1,1,1,1
8060-HIWJJ,DSL,0,1,1,1,1,1
9089-UOWJG,DSL,0,0,1,0,1,0
8621-MNIHH,Fiber optic,0,1,1,0,0,1
8039-ACLPL,DSL,1,1,1,0,0,1
9885-AIBVB,Fiber optic,0,1,1,0,0,0
2272-JKMSI,Fiber optic,0,1,1,1,1,1
0471-LVHGK,DSL,0,0,1,0,1,1
9518-RWHZL,Fiber optic,0,0,1,0,1,1
8714-CTZJW,Fiber optic,0,0,1,0,0,1
3569-EDBPQ,Fiber optic,1,0,0,1,0,0
5419-CONWX,Fiber optic,0,1,1,0,1,1
6240-EURKS,DSL,0,0,0,0,0,1
2373-NTKOD,DSL,0,0,0,0,1,1
6960-HVYXR,Fiber optic,0,0,0,0,0,0
0895-UADGO,DSL,1,0,0,1,0,1
5678-VFNEQ,Fiber optic,1,0,1,0,1,1
5977-CKHON,Fiber optic,0,0,1,0,0,1
7024-OHCCK,Fiber optic,0,0,0,0,1,1
2692-BUCFV,Fiber optic,0,1,1,0,1,1
7861-UVUFT,Fiber optic,0,0,1,0,1,0
1830-GGFNM,Fiber optic,1,1,1,1,0,0
5302-BDJNT,Fiber optic,0,0,1,1,1,0
5223-UZAVK,Fiber optic,1,1,0,0,1,1
4859-ZSRDZ,DSL,0,0,1,1,1,1
5651-WYIPH,DSL,0,1,0,0,0,0
9350-VLHMB,Fiber optic,0,1,0,0,0,1
8785-CJSHH,Fiber optic,0,1,0,0,1,1
5357-TZHPP,Fiber optic,0,0,0,0,0,1
3870-SPZSI,Fiber optic,1,1,1,1,1,1
0680-DFNNY,Fiber optic,0,0,1,0,1,1
7077-XJMET,DSL,0,0,1,1,1,1
8752-GHJFU,Fiber optic,1,1,1,1,0,0
6896-SRVYQ,Fiber optic,0,0,1,0,0,0
7767-UXAGJ,DSL,0,0,0,0,0,0
6718-BDGHG,DSL,0,0,0,1,1,0
6439-LAJXL,DSL,1,1,0,1,1,0
1571-SAVHK,Fiber optic,0,0,0,1,1,1
9052-VKDUW,Fiber optic,1,1,1,0,1,1
9546-CQJSU,Fiber optic,0,0,1,0,1,0
1666-JZPZT,DSL,0,0,0,0,0,0
5777-KJIRB,DSL,0,0,1,0,0,0
0506-LVNGN,Fiber optic,0,0,1,0,0,0
2480-EJWYP,Fiber optic,0,1,0,0,1,1
3253-HKOKL,Fiber optic,1,0,1,0,1,1
7055-HNEOJ,DSL,0,0,1,1,0,0
5514-YQENT,Fiber optic,1,1,1,1,1,1
3211-AAPKX,Fiber optic,0,0,0,1,1,1
8445-DNBAE,DSL,0,0,0,0,0,0
2951-QOQTK,Fiber optic,0,0,0,1,0,0
6890-PFRQX,DSL,1,0,1,0,1,0
0222-CNVPT,DSL,1,0,0,0,1,1
5899-OUVKV,Fiber optic,0,1,0,0,1,1
1621-YNCJH,Fiber optic,1,1,1,1,0,1
3473-XIIIT,Fiber optic,0,1,0,0,1,1
6362-QHAFM,Fiber optic,0,0,1,1,1,1
3070-BDOQC,Fiber optic,0,1,1,0,1,1
2952-QAYZF,Fiber optic,0,1,1,0,0,0
6234-PFPXL,Fiber optic,1,0,0,1,1,0
4763-PGDPO,Fiber optic,0,0,0,0,0,0
4283-IVYCI,DSL,1,0,0,1,0,1
1866-OBPNR,Fiber optic,0,1,0,0,0,0
8205-MQUGY,DSL,1,0,0,0,0,0
8970-ANWXO,DSL,0,0,0,1,1,1
9480-BQJEI,Fiber optic,1,1,0,0,0,1
5394-SVGJV,Fiber optic,0,0,0,1,1,1
9777-WJJPR,Fiber optic,0,0,1,0,1,0
9283-LZQOH,Fiber optic,0,0,0,0,0,0
7079-QRCBC,Fiber optic,0,0,1,0,1,1
9495-SKLKD,Fiber optic,0,1,1,0,0,1
6048-UWKAL,Fiber optic,0,1,0,1,1,1
5469-CTCWN,Fiber optic,1,1,0,0,1,1
9851-QXEEQ,Fiber optic,0,1,1,0,1,1
6281-FKEWS,DSL,0,0,1,0,1,1
8898-KASCD,DSL,0,0,1,1,0,0
9242-TKFSV,DSL,1,1,1,1,1,1
9290-SHCMB,Fiber optic,0,0,1,0,1,1
0743-HNPFG,DSL,1,1,0,1,0,1
2277-BKJKN,Fiber optic,0,1,1,0,1,1
9809-IMGCQ,Fiber optic,0,0,0,0,1,1
5208-HFSBT,DSL,0,1,0,1,0,0
5035-PGZXH,Fiber optic,0,1,1,0,1,1
8695-WDYEA,DSL,1,0,0,0,0,0
6543-JXSOO,DSL,1,1,0,1,0,0
8016-ZMGMO,DSL,0,1,1,0,1,0
3254-YRILK,Fiber optic,0,1,0,0,1,0
6416-YJTTB,Fiber optic,1,0,1,0,0,0
4472-VESGY,Fiber optic,1,1,1,0,0,1
3128-YOVTD,Fiber optic,1,1,0,0,0,0
0529-ONKER,Fiber optic,0,0,0,0,0,0
1728-CXQBE,Fiber optic,0,1,1,0,0,1
7041-TXQJH,DSL,0,0,1,0,0,1
5724-BIDBU,DSL,1,0,0,0,0,0
0481-SUMCB,Fiber optic,0,0,1,0,1,1
1769-GRUIK,Fiber optic,0,0,0,0,0,0
5240-IJOQT,Fiber optic,0,0,0,0,0,0
8819-WFGGJ,DSL,1,0,1,0,1,1
2811-POVEX,Fiber optic,0,1,1,0,0,1
1092-GANHU,Fiber optic,0,0,1,0,0,0
7898-PDWQE,DSL,1,1,1,1,0,1
9314-IJWSQ,Fiber optic,0,0,0,0,1,0
0661-XEYAN,DSL,0,0,0,0,0,0
1921-KYSAY,DSL,0,0,1,1,0,1
6198-RTPMF,Fiber optic,0,0,0,0,1,1
2924-KHUVI,Fiber optic,1,0,0,0,1,1
7881-EVUAD,DSL,1,1,0,0,0,1
9207-ZPANB,DSL,1,1,1,1,0,0
5766-XQXMQ,DSL,1,1,1,0,0,1
9327-QSDED,DSL,0,0,0,0,0,0
1656-DRSMG,Fiber optic,0,1,1,1,1,1
2984-AFWNC,Fiber optic,0,1,0,0,1,1
8096-LOIST,DSL,0,0,0,0,0,1
3703-VAVCL,Fiber optic,0,0,1,1,0,1
8519-QJGJD,Fiber optic,0,0,1,0,0,0
7905-NJMXS,DSL,1,1,0,1,0,0
2882-WDTBA,DSL,1,1,1,1,1,0
2091-GPPIQ,DSL,0,1,0,1,1,1
6326-MTTXK,Fiber optic,0,1,0,0,1,1
5071-FBJFS,DSL,1,0,0,0,0,0
2796-UUZZO,Fiber optic,0,1,1,0,0,0
0330-IVZHA,Fiber optic,0,0,0,0,0,0
3794-NFNCH,DSL,0,0,1,0,0,0
5193-QLVZB,Fiber optic,0,1,1,0,1,1
2886-KEFUM,Fiber optic,0,1,1,0,1,1
5522-NYKPB,Fiber optic,0,0,0,1,1,0
4237-RLAQD,DSL,0,0,0,0,0,0
9957-YODKZ,Fiber optic,0,0,1,0,0,0
2245-ADZFJ,DSL,0,1,0,1,1,1
7776-QGYJC,Fiber optic,0,0,1,1,0,0
9651-GTSAQ,Fiber optic,1,1,1,0,1,1
3186-BAXNB,Fiber optic,0,1,0,1,1,0
4672-FOTSD,DSL,1,1,0,1,0,0
0637-YLETY,Fiber optic,0,1,1,0,0,1
7338-ERIVA,DSL,1,0,0,1,1,0
1157-BQCUW,Fiber optic,0,0,0,0,0,0
8259-NFJTV,DSL,1,0,0,1,0,0
3223-DWFIO,Fiber optic,0,0,0,0,0,0
2660-EMUBI,Fiber optic,0,0,0,0,1,1
6968-GMKPR,Fiber optic,0,1,1,0,0,0
4751-ERMAN,DSL,0,1,1,0,1,1
1436-ZMJAN,DSL,0,0,1,0,1,1
3292-PBZEJ,Fiber optic,0,1,1,1,1,1
0799-DDIHE,DSL,0,0,0,0,0,0
7675-OZCZG,DSL,0,0,0,0,0,0
5014-WUQMG,Fiber optic,1,1,1,0,0,1
2003-CKLOR,Fiber optic,0,1,1,0,1,1
0993-OSGPT,DSL,0,1,1,1,0,0
9254-RBFON,Fiber optic,0,0,1,1,1,1
1205-WNWPJ,DSL,0,0,0,1,1,0
9391-EOYLI,Fiber optic,0,0,0,0,0,1
7108-DGVUU,DSL,0,1,1,0,0,1
2782-JEEBU,DSL,0,1,0,1,0,0
5127-BZENZ,DSL,1,0,0,0,1,0
2720-FVBQP,DSL,0,0,0,0,0,0
9906-NHHVC,DSL,0,1,1,0,1,1
4522-XRWWI,DSL,1,0,0,1,1,1
3766-EJLFL,Fiber optic,1,0,1,1,1,1
8152-UOBNY,Fiber optic,0,1,0,1,1,1
7351-KYHQH,DSL,0,1,1,0,1,0
8387-MOJJT,Fiber optic,0,0,0,0,1,0
2761-OCIAX,Fiber optic,0,1,0,0,0,0
7321-VGNKU,Fiber optic,0,0,0,0,0,0
5327-CNLUQ,Fiber optic,1,1,1,0,1,0
5816-JMLGY,DSL,0,1,1,1,1,1
3068-OMWZA,Fiber optic,0,0,1,0,1,0
2927-QRRQV,Fiber optic,0,1,1,0,1,0
6032-KRXXO,Fiber optic,0,0,0,0,1,1
7459-RRWQZ,DSL,1,0,0,0,0,1
6265-SXWBU,Fiber optic,0,1,1,0,1,0
6374-NTQLP,Fiber optic,1,0,1,1,1,1
4154-AQUGT,Fiber optic,0,1,0,1,0,1
3584-WKTTW,Fiber optic,1,0,1,1,1,1
3399-BMLVW,DSL,1,1,0,1,0,0
1971-DTCZB,DSL,1,1,1,1,1,1
3092-IGHWF,Fiber optic,0,1,1,0,0,0
3813-DHBBB,DSL,1,1,0,1,0,1
4939-KYYPY,DSL,0,0,1,1,0,0
8017-LXHFA,Fiber optic,0,1,0,0,1,1
5930-GBIWP,DSL,1,1,1,1,0,1
6022-KOUQO,DSL,0,0,0,1,0,0
6352-TWCAU,Fiber optic,0,0,0,0,1,0
2361-UPSND,DSL,1,1,0,1,0,1
6035-RIIOM,Fiber optic,0,1,0,0,1,1
2929-QNSRW,Fiber optic,0,1,0,0,1,1
1262-OPMFY,Fiber optic,0,0,1,0,0,0
9504-DSHWM,DSL,1,0,0,1,0,0
5035-BVCXS,Fiber optic,0,1,0,0,0,0
6267-DCFFZ,Fiber optic,0,1,0,0,1,0
3533-UVMOM,DSL,1,1,1,0,0,1
2439-LYPMQ,Fiber optic,0,1,1,0,1,1
4248-QPAVC,Fiber optic,1,0,1,0,0,0
1899-VXWXM,Fiber optic,0,1,1,0,1,1
1478-VPOAD,DSL,0,0,0,0,0,0
9995-HOTOH,DSL,1,1,1,0,1,1
2988-PLAHS,DSL,0,0,1,0,1,1
4999-IEZLT,DSL,0,0,0,1,0,0
8883-ANODQ,Fiber optic,0,1,1,0,0,0
4690-LLKUA,DSL,0,0,0,0,0,0
5980-BDHPY,DSL,1,1,1,1,1,1
9469-WEJBT,Fiber optic,0,0,1,1,0,1
3331-HQDTW,Fiber optic,1,1,1,0,1,1
9490-DFPMD,Fiber optic,0,0,0,0,1,0
2581-VKIRT,DSL,1,1,0,1,0,0
5442-XSDCW,Fiber optic,0,0,0,0,1,0
7426-WEIJX,Fiber optic,1,0,0,0,0,0
2851-MMUTZ,DSL,0,1,0,1,0,0
3049-NDXFL,Fiber optic,0,0,0,0,0,1
8580-AECUZ,Fiber optic,0,0,0,0,1,0
3307-TLCUD,DSL,1,0,1,0,0,0
7963-GQRMY,DSL,0,0,0,0,0,0
8189-HBVRW,Fiber optic,1,1,1,0,0,0
1228-FZFRV,Fiber optic,1,0,1,0,1,1
3500-NSDOA,DSL,0,1,0,1,0,1
3761-FLYZI,Fiber optic,0,1,1,0,1,1
2058-DCJBE,Fiber optic,0,0,0,0,0,0
5364-XYIRR,Fiber optic,0,0,0,0,1,1
4829-AUOAX,Fiber optic,0,0,0,0,1,1
1219-NNDDO,Fiber optic,0,0,0,0,0,0
9659-QEQSY,Fiber optic,1,1,1,1,1,1
5405-ZMYXQ,Fiber optic,0,0,0,0,0,0
5047-LHVLY,DSL,0,0,1,0,0,0
1442-OKRJE,Fiber optic,1,1,1,0,1,1
4737-AQCPU,DSL,1,1,1,1,0,0
9158-VCTQB,Fiber optic,1,1,1,1,1,1
6311-UEUME,Fiber optic,0,0,0,0,1,0
0793-TWELN,Fiber optic,1,0,0,0,0,0
1060-ENTOF,Fiber optic,1,1,1,1,0,1
0999-QXNSA,DSL,0,0,0,0,0,0
9225-BZLNZ,DSL,1,1,1,0,1,1
4422-QVIJA,DSL,0,0,0,0,0,0
9365-SRSZE,Fiber optic,0,0,0,0,0,0
6839-ITVZJ,DSL,0,1,0,1,0,0
0274-JKUJR,DSL,1,1,1,0,1,1
5740-YHGTW,Fiber optic,1,1,0,0,1,0
1696-MZVAU,DSL,0,0,0,0,0,0
7359-WWYJV,Fiber optic,1,1,1,1,1,1
0375-HVGXO,DSL,0,0,0,0,1,0
4906-ZHGPK,DSL,0,1,0,1,1,0
8593-WHYHV,Fiber optic,0,0,0,0,0,1
3795-GWTRD,DSL,1,1,1,1,1,0
1298-PHBTI,Fiber optic,0,1,0,1,0,0
6097-EQISJ,Fiber optic,0,1,1,0,1,1
4423-YLHDV,Fiber optic,1,0,1,0,1,1
8158-WPEZG,DSL,0,1,0,1,0,0
0107-YHINA,Fiber optic,0,0,1,0,1,1
4918-FYJNT,Fiber optic,0,1,1,1,0,0
0727-BNRLG,Fiber optic,0,1,1,1,1,0
4854-CIDCF,Fiber optic,0,0,1,0,0,0
8640-SDGKB,DSL,0,0,1,1,1,1
3280-MRDOF,DSL,0,0,1,1,1,0
6435-SRWBJ,Fiber optic,0,0,1,1,0,0
6303-KFWSL,DSL,0,1,0,0,0,0
1702-CCFNJ,DSL,0,1,0,1,0,0
8932-CZHRQ,DSL,1,1,1,0,0,1
5515-RUGKN,DSL,0,0,0,0,0,1
2081-VEYEH,Fiber optic,0,1,1,1,1,1
6407-UTSLV,Fiber optic,0,1,0,0,1,0
4116-TZAQJ,Fiber optic,1,0,0,0,0,0
9060-HJJRW,DSL,0,1,1,0,1,1
7398-SKNQZ,Fiber optic,0,0,0,0,1,1
5935-FCCNB,Fiber optic,0,0,0,0,1,1
1958-RNRKS,DSL,0,0,0,0,0,0
5136-RGMZO,DSL,0,1,0,1,1,0
8345-MVDYC,DSL,1,0,1,1,1,1
8226-BXGES,Fiber optic,1,1,1,0,0,0
3877-JRJIP,DSL,0,0,0,0,1,0
8375-DKEBR,Fiber optic,0,0,0,0,0,0
9705-IOVQQ,Fiber optic,0,1,0,0,1,1
7511-YMXVQ,DSL,0,0,0,0,1,1
2040-XBAVJ,Fiber optic,1,1,1,1,1,1
8887-IPQNC,DSL,0,0,0,0,0,0
8646-JCOMS,Fiber optic,0,1,1,1,0,0
9804-ICWBG,Fiber optic,0,0,0,0,0,0
0106-GHRQR,DSL,0,1,1,0,0,1
5318-IXUZF,Fiber optic,0,1,0,0,1,0
8952-WCVCD,Fiber optic,1,1,1,0,1,1
3963-RYFNS,Fiber optic,1,1,1,1,1,1
3198-VELRD,Fiber optic,0,0,0,0,0,1
1320-REHCS,Fiber optic,0,1,1,1,1,1
4137-JOPHL,Fiber optic,0,0,1,1,0,1
9436-ZBZCT,Fiber optic,0,0,0,1,1,0
7801-CEDNV,DSL,1,0,0,0,0,0
2057-BOYKM,Fiber optic,1,1,1,1,0,0
3658-QQJYD,DSL,1,1,0,0,1,1
1803-BGNBD,DSL,0,1,0,1,0,0
0134-XWXCE,DSL,0,0,1,1,1,1
6950-TWMYB,Fiber optic,0,1,0,1,0,0
2511-MORQY,DSL,0,0,1,0,0,0
9470-XCCEM,Fiber optic,0,1,0,0,1,0
6519-CFDBX,DSL,0,0,0,0,0,0
3902-MIVLE,DSL,1,0,1,1,0,1
0409-WTMPL,Fiber optic,1,1,1,0,1,1
3669-WHAFY,Fiber optic,1,1,1,1,1,1
3055-VTCGS,DSL,0,0,1,0,0,1
3144-KMTWZ,Fiber optic,0,1,1,0,0,1
7279-BUYWN,Fiber optic,1,1,1,0,1,1
7156-MHUGY,Fiber optic,0,0,0,0,1,1
7198-GLXTC,Fiber optic,0,0,0,0,1,0
5207-PLSTK,DSL,1,0,0,0,0,0
2307-FYNNL,Fiber optic,1,0,1,1,1,1
2155-AMQRX,DSL,0,0,0,1,0,0
5091-HFAZW,Fiber optic,1,1,0,0,1,0
2519-LBNQL,Fiber optic,0,1,1,0,1,1
8623-ULFNQ,DSL,0,0,0,1,0,1
8380-PEFPE,Fiber optic,0,0,0,0,0,0
1568-LJSZU,DSL,1,1,1,1,1,1
7530-HDYDS,Fiber optic,0,1,1,1,0,0
7789-HKSBS,Fiber optic,1,0,1,0,1,1
2586-CWXVV,DSL,0,1,0,0,0,0
3096-IZETN,Fiber optic,0,0,0,0,0,1
2348-KCJLT,DSL,1,1,1,0,0,0
8401-EMUWF,DSL,1,1,0,0,1,0
5377-NDTOU,DSL,1,1,1,1,1,1
5922-ABDVO,Fiber optic,0,0,1,0,0,1
2474-LCNUE,DSL,0,0,0,1,1,1
9172-ANCRX,Fiber optic,1,0,0,0,1,1
6650-VJONK,DSL,0,0,0,0,0,0
2178-PMGCJ,Fiber optic,0,0,0,0,0,0
7492-TAFJD,DSL,1,1,1,0,0,0
2773-MADBQ,DSL,1,1,1,1,0,1
7860-KSUGX,DSL,1,1,1,0,0,0
6910-HADCM,Fiber optic,0,0,1,0,0,0
4816-LXZYW,Fiber optic,0,1,0,0,0,0
9606-PBKBQ,Fiber optic,0,0,0,0,0,1
5149-QYTTU,Fiber optic,1,1,1,1,0,0
2070-XYMFH,Fiber optic,0,0,1,0,0,0
2085-BOJKI,Fiber optic,0,0,1,0,1,1
0817-HSUSE,DSL,0,0,1,1,1,1
5663-QBGIS,Fiber optic,0,1,0,0,1,1
4450-MDZFX,Fiber optic,0,0,0,0,0,0
6701-DHKWQ,DSL,0,1,1,1,1,0
7554-AKDQF,DSL,0,0,0,0,0,0
3536-IQCTX,Fiber optic,0,0,0,0,0,1
4911-BANWH,Fiber optic,0,0,0,0,1,0
8496-EJAUI,Fiber optic,0,1,0,0,0,0
5423-BHIXO,DSL,0,1,0,0,0,0
6908-VVYHM,Fiber optic,0,1,0,0,0,1
2959-EEXWB,DSL,1,0,0,0,1,1
3030-YDNRM,Fiber optic,0,0,0,0,0,0
3402-XRIUO,DSL,1,1,0,1,0,0
3132-TVFDZ,DSL,0,0,0,0,1,1
8286-AFUYI,DSL,1,0,0,0,0,0
8080-DDEMJ,DSL,0,0,0,0,0,0
8356-WUAOJ,DSL,0,0,0,0,0,0
6365-MTGZX,Fiber optic,0,0,0,1,1,1
8058-DMYRU,Fiber optic,0,1,0,0,0,1
6990-YNRIO,Fiber optic,1,0,1,1,1,1
6959-GQEGV,DSL,1,0,1,0,1,1
1265-HVPZB,DSL,1,1,1,0,1,0
4115-UMJFQ,DSL,0,1,1,0,0,0
0621-TWIEM,DSL,0,0,0,0,0,0
3537-RYBHH,DSL,1,1,1,0,0,0
2485-ITVKB,DSL,0,0,0,0,0,1
3669-OYSJI,DSL,0,0,0,0,0,0
1612-EOHDH,DSL,0,0,0,0,0,0
6702-OHFWR,DSL,0,1,1,0,0,1
4510-PYUSH,DSL,1,1,0,0,0,0
9359-JANWS,DSL,1,0,1,1,0,0
7517-SAWMO,Fiber optic,1,0,0,0,0,0
4143-HHPMK,Fiber optic,0,1,0,0,0,1
7054-LGEQW,DSL,0,0,0,0,0,0
0523-VNGTF,DSL,0,1,1,1,1,0
7105-MXJLL,DSL,0,0,1,0,0,1
7064-FRRSW,Fiber optic,0,1,0,0,1,1
7940-UQQUG,Fiber optic,1,0,0,1,1,1
0923-PNFUB,Fiber optic,0,1,0,0,1,0
3961-SXAXY,DSL,0,0,0,0,0,0
3566-HJGPK,DSL,0,0,0,0,0,0
3062-ICYZQ,Fiber optic,1,1,0,0,0,1
0973-KYVNF,DSL,1,1,1,0,1,0
5129-HHMZC,DSL,1,1,0,1,1,1
9637-CDTKZ,Fiber optic,1,1,1,1,1,1
3946-JEWRQ,Fiber optic,0,0,0,0,1,1
7873-CVMAW,DSL,1,1,1,1,1,1
3494-JCHRQ,Fiber optic,0,0,0,0,0,0
6474-FVJLC,Fiber optic,0,0,0,0,0,1
4524-QCSSM,DSL,1,1,0,0,0,1
5832-EXGTT,DSL,1,0,0,0,0,1
8840-DQLGN,Fiber optic,1,1,0,1,1,0
2039-JONDJ,DSL,1,1,0,0,0,0
7217-JYHOQ,DSL,1,1,0,1,0,1
6695-FRVEC,DSL,1,0,1,1,0,0
4547-LYTDD,Fiber optic,0,0,0,0,0,0
9894-QMIMJ,DSL,0,1,1,0,0,0
8069-YQQAJ,DSL,0,1,0,0,0,0
4193-ORFCL,DSL,0,0,0,0,0,0
1636-NTNCO,DSL,0,1,0,0,1,1
3466-WAESX,DSL,1,1,0,0,0,1
9281-PKKZE,DSL,0,0,0,0,1,1
3638-VBZTA,DSL,1,1,0,1,1,1
7459-IMVYU,DSL,1,1,1,1,0,0
7776-QWNFX,DSL,0,1,0,0,0,0
6689-TCZHQ,Fiber optic,0,0,0,0,0,1
8563-OYMQY,Fiber optic,0,1,1,0,0,1
1951-IEYXM,DSL,1,1,1,1,1,1
3318-NMQXL,Fiber optic,0,0,0,0,1,1
3143-ILDAL,Fiber optic,0,1,0,1,0,1
2361-FJWNO,DSL,0,1,0,1,0,0
2272-UOINI,DSL,1,1,0,1,1,1
6637-KYRCV,DSL,0,1,0,0,0,0
5668-MEISB,Fiber optic,1,1,1,1,1,0
7188-CBBBA,Fiber optic,0,1,1,0,1,0
5356-CSVSQ,DSL,0,0,0,1,1,0
3221-CJMSG,DSL,0,0,0,1,0,0
4720-VSTSI,Fiber optic,0,1,1,0,0,0
3219-JQRSL,DSL,1,1,1,1,1,1
2801-NISEI,DSL,1,0,0,1,0,0
3946-MHCZW,DSL,0,0,1,0,0,0
6732-VAILE,DSL,0,1,1,1,1,1
8201-AAXCB,DSL,0,0,0,0,1,0
1845-CSBRZ,Fiber optic,0,0,0,0,1,0
2123-VSCOT,DSL,0,0,1,1,1,0
6651-AZVTJ,Fiber optic,0,0,1,0,1,1
4566-GOLUK,Fiber optic,0,0,1,1,1,1
2018-QKYGT,Fiber optic,0,0,0,0,0,1
7409-JURKQ,Fiber optic,0,1,1,1,1,1
4587-NUKOX,Fiber optic,1,1,0,0,0,0
2239-CGBUZ,DSL,1,1,0,1,0,0
4890-VMUAV,DSL,1,1,1,1,0,0
9261-WDCAF,DSL,0,0,0,0,0,1
7442-YGZFK,DSL,0,0,0,0,0,0
0420-BWTPW,DSL,0,0,0,0,0,0
7449-HVPIV,Fiber optic,0,0,1,0,1,0
5504-WSIUR,Fiber optic,0,1,1,1,0,0
8183-ONMXC,Fiber optic,0,0,0,0,0,1
8466-PZBLH,Fiber optic,1,0,0,1,1,1
9614-RMGHA,Fiber optic,0,1,0,0,1,0
8735-IJJEG,DSL,0,0,1,0,0,0
0564-MUUQK,Fiber optic,0,0,1,1,0,1
5054-IEXZT,Fiber optic,0,1,0,0,0,0
5834-ASPWA,Fiber optic,0,0,0,0,0,0
0701-RFGFI,Fiber optic,0,0,0,0,1,1
0019-EFAEP,Fiber optic,1,1,1,0,1,0
5619-PTMIK,DSL,1,0,0,0,0,0
3737-XBQDD,Fiber optic,0,1,1,0,0,0
5882-CMAZQ,DSL,0,1,0,1,0,0
5846-QFDFI,Fiber optic,0,1,1,1,0,0
4445-KWOKW,DSL,1,1,0,0,0,0
3511-APPBJ,Fiber optic,1,0,1,0,1,1
7967-HYCDE,Fiber optic,0,0,0,0,0,0
2430-RRYUW,DSL,1,1,0,0,0,0
3948-XHGNA,DSL,1,0,0,0,0,0
3723-BFBGR,DSL,0,1,0,0,0,0
0565-IYCGT,DSL,1,1,1,1,0,1
5447-WZAFP,Fiber optic,0,1,1,0,1,1
5110-CHOPY,DSL,1,0,1,0,1,1
5445-UTODQ,Fiber optic,0,0,0,0,1,0
7892-QVYKW,Fiber optic,0,0,0,0,0,1
9675-ICXCT,DSL,1,0,1,1,1,1
1024-VRZHF,Fiber optic,0,0,0,0,0,0
9497-QCMMS,Fiber optic,0,0,0,0,1,1
5692-ICXLW,Fiber optic,0,1,0,0,1,0
0602-DDUML,DSL,0,1,1,1,1,0
1960-UYCNN,Fiber optic,0,1,1,0,0,1
0348-SDKOL,Fiber optic,0,0,1,1,1,1
7336-RLLRH,DSL,1,0,0,1,1,1
4373-MAVJG,Fiber optic,0,1,0,0,0,1
